Company Name,Number of Medicines
NEON LABORATORIES LIMITED,2
ISHA AGRO DEVELOPERS PVT LTS,2
BIOGENETICS HEALTHCARE,2
VHRC ENHANCE NATURES BEAUTY,2
PILCO PHARMA,2
SAMSKRUTHY PHARMA PVT LTD,2
TARUN AYURVEDIC PHARMACY,2
DIASYS DIAGNOSTICS,2
ALDEM HEALTHCARE,2
BIOLAB,2
DELWIS HEALTHCARE PRIVATE LIMITED,2
INDUCARE PHARMA,2
ROSEFINCH LIFE SCIENCES,2
MEDSMILE PHARMACEUTICALS PRIVATE LIMITED,2
AESTICARE HEALTH SCIENCE LTD,2
DS PHARMA,2
VALIANTS PHARMACEUTICALS,2
IRIS PHARMA,2
ARCUS LABS PRIVATE LIMITED,2
SPECTRACARE LABORATORIES PVT LTD,2
PHARMACIA INDIA PVT LTD,2
CUREMED BIOTECH,2
NAVIL PHARMA,2
GLASCO PHARMACEUTICALS,2
D.S LABS,2
MACTO MEDISCIENCE (P) LTD,2
CIPL INDIA,2
MEDICATE LIFE SCIENCES,2
WELNINNOV PHARMACEUTICALS PRIVATE LIMITED,2
CHANDRA BHAGAT PHARMA PRIVATE LIMITED,2
QUINTUS LIFESCEINCES PVT. LTD,2
CURE MAX,2
ALAKANANDA HERBALS,2
ZAINARCO LABS PVT LTD,2
SHASUN PHARMACEUTICALS LTD,2
EARUM PHARMACEUTICALS PVT LTD,2
MELLITUS,2
AAURA CARE PHARMACEUTICAL PVT LTD,2
CYNO PHARMA,2
MEDIFLOWER HERBALS,2
MARK FORMULATIONS PVT LTD,2
V J HEALTHCARE,2
CHC HEALTHCARE,2
BALAN NATURAL FOOD PVT LIMITED,2
BIOBRICK PHARMA,2
FEMIDENT HEALTHCARE,2
SAPIENT PHARMA,2
SPECTRA PHARMACEUTICALS,2
L M LABORATORIES,2
VALENTINE REMEDIES INTERNATIONAL,2
BIOWORLD PHARMA,2
BHAVANI PHARMACHEM PVT LTD,2
GOPISH PHARMA,2
INVEL,2
PLA REMEDIES,2
ALBIORIX PHARMA,2
AUST INDIA LAB,2
MATISH HEALTHCARE,2
DICON HEALTHCARE,2
QRATIVE CARE,2
ACCLIMATE LIFE SCIENCE,2
GLAMOUR WORLD AYURVEDIC PRIVATE LIMITED,2
OMNI PROTECT DRUGS LTD,2
NEXUS,2
KAUSIKH THERAPEUTICS LTD.,2
LIGER LIFE LINKS (OPC) PRIVATE LIMITED,2
CARE VISION,2
DIVERGENT PHARMACEUTICALS PVT LTD,2
ARKAS PHARMA PVT LTD,2
JACKSON LABOTRIES PVT LTD,2
VISWASOORYA PHARMACEUTICALS,2
SUYAASH PHARMACEUTICALS,2
AMAZEAL LIFE SCIENCE PRIVATE LIMITED,2
SOWILO INDIA PHARMACEUTICAL PVT LTD,2
PARIPURNA HEALTHCARE,2
MAYA DRUGS & ANTIBIOTICS,2
TROVE PHARMACEUTICALS,2
DANISH HEALTH CARE,2
LINUS LIFE SCIENCES PVT LTD,2
GROCARE,2
RAAZEE THERAPEUTICS PVT LTD,2
AVEL LIFESCIENCE,2
UNI-SAN PHARMA,2
G J PHARMACEUTICALS,2
BIO PHOENIX HEALTHCARE,2
SINAG HEALTHCARE PVT LTD,2
SYS ENTERPRISES,2
HIND CHEMICALS LTD,2
MAVLAB PTY LTD,2
TRIUMPH REMEDIES PVT.LTD,2
ZYDUS FORTIZA,2
SOLVEIG LIFESCIENCES,2
GAAMA PHARMA,2
PASSIM MEDICA,2
SENTOSA GEIGY (INDIA) LABORATORIES LIMITED,2
ASPIRE LIFESCIENCES PRIVATE LIMITED,2
SAINT MICHAEL BIOTECH,2
CHLOROPHYLL PHARMACEUTICALS,2
ORB PHARMA PVT LTD,2
AMRITA DRUGS,2
MCWEL HELTHCARE PVT LTD,2
LIFESAVERS REMEDIES,2
THE WHITE HORSE PHARMA,2
XTENTIA LIFE SCIENCES,2
CAIUS PHARMACEUTICAL PVT LTD,2
UNIGROUPS PHARMA,2
DELIGHT REMEDIES,2
PANTENE,2
FLYWIN PHARMACEUTICALS,2
SMILAX HEALTHCARE DRUG COMPANY,2
LEE HEALTH DOMAIN (INDIA) PVT LTD,2
HEALING HANDS & HERBS PVT LTD,2
ADINEX HEALTHCARE,2
DR D PHARMA,2
SARTHAK PHARMA,2
PHARMAZONE LAB LIMITED,2
ZELUS PHARMA,2
RUBODEX HERBAL PVT LTD,2
RETEC FORMULATIONS PVT LTD,2
MODERN PHARMACEUTICALS,2
EXCEL HEALTHCARE PVT LTD,2
CARLISLE LABORATORIES LTD,2
REVOLUTION PHARMTECH,2
MEDICROSS LIFE SCIENCES,2
ESKEN PHARMACEUTICALS LTD.,2
AVENIR PHARAMACEUTICALS PVT LTD,2
MARICO LTD C/O SHREE DHANWANTARI HERBALS,2
OMAR HEALTHCARE,2
HOLISTIC LIFE CARE PVT LTD,2
S R DRUG LABORATORIES PVT LTD,2
NN REMEDIES,2
GENEKA BIOTEK,2
MANISH PHARMA LAB,2
AUREOLE PHARMABUTORS,2
ALPIC REMEDIES LTD.,2
GENCARE THERAPEUTICS INDIA PVT LTD,2
NARAYAN PHARMACEUTICALS,2
MORAL PHARMACEUTICALS PVT.LTD,2
DERMAZEN PHARMACEUTICALS,2
EYSYS PHARMACEUTICAL PRIVATE LIMITED,2
IRESSIA LIFE SCIENCES PVT LTD,2
RAFFLES PHARMACEUTICALS,2
ASTEROIDS HEALTHCARE PVT LTD,2
ROSSMED LIFE SCIENCES PRIVATE LIMITED,2
ULTIMATE,2
VISOPTIQUE REMEDIES INDIA PRIVATE LIMITED,2
ERIDANUS HEALTHCARE,2
PRANSHU,2
SERIN FORMULATIONS PVT LTD,2
CHATURBHUJ PHARMACEUTICALS,2
ETHILEXHEALTH CARE GUJ. LTD.,2
XYLOSE PHARMA,2
MACRO PHARMA,2
REMEDICAL HEALTHCARE,2
MEDMAX PHARMA,2
ARCO PHARMA PVT LTD,2
AMENITIES,2
PRISTINE PHARMA INDIA PVT LTD,2
MEDA PHARMACEUTICALS,2
COAX BIOREMIDIES PVT. LTD.,2
NUTRA-LIFE,2
OVERSEAS PHARMA PVT.LTD,2
OCTIS HEALTHCARE PVT LTD,2
ZUVIUS LIFESCIENCES PVT LIMITED,2
YAMUNA PHARMACY,2
WARIO PHARMACEUTICAL PVT LTD,2
SLASH LIFEVISION,2
GENOVA LIFESCIENCES,2
ORO PHARMACEUTICALS PVT LTD,2
SIHIL PHARMA,2
MERLIN PHARMA PVT LTD.,2
TITAN BIOSCIENCE PVT LTD,2
VENISTRO BIOTECH,2
MEGMA HEALTHCARE PVT LTD,2
H I HEALTHCARE PVT,2
PRIYA ENTERPRISES,2
HEALTH BIOLOGIS,2
SWORD PHARMA,2
KIOSENCE HEALTH CARE PVT LTD,2
ADIZA HEALTHCARE,2
KAITHY PHARMA,2
MARGAMS PHARMA PRIVATE LIMITED,2
GUJRAT GROWMED MARKETING INDIA PRIVATE LIMITED,2
KABIR PERSONAL CARE,2
MEDIZEN PHARMACEUTICALS,2
DERMA MEDICURE,2
NEOVAE PHARMA,2
WBPL FORMULATIONS,2
TRIVEDI AYURVEDIC PHARMACEUTICALS,2
INNOVA LIFESCIENCE,2
DERMONOVA PHARMA PRIVATE LIMITED,2
DISCOVERY MANKIND,2
TUTON PHARMACEUTICALS,2
FIRST CARE PHARMA,2
MEDETHICS PHARMA,2
STRATHSPEY LABS PVT LTD,2
V S MEDICO,2
SUN INDIA PHARMACY PVT LTD,2
NIMBLE PHARMACEUTICALS PVT.LTD,2
LECHEM,2
UNISHINE HEALTHCARE,2
JASPER REMEDIES,2
ABHINAV HEALTHCARE PRODUCTS PRIVATE LIMITED,2
ZENTIVA PHARMACEUTICAL,2
AVROHN PHARMA LTD,2
ZIZA ORGANICS PVT LTD,2
HUFORT HEALTHCARE PVT LTD,2
CARDIOS PHARMA,2
VIZITIVITY ENTERPRISE,2
MICRO 2 MEGA HEALTHCARE PVT LTD,2
BRUKEM LIFECARE,2
BIOSPACE LIFESCIENCES PVT LTD,2
CALGILL PHARMA PRIVATE LIMITED,2
TRIO HEALTHCARE PVT.LTD.,2
ARMAC,2
M.G. PHARMACEUTICALS,2
RAJ HERBALS PVT LTD,2
PALCO CHEMICALS LLP,2
IDEM HEALTHCARE PVT LTD,2
UNICARE PHARMACEUTICALS,2
GINSBURG DRUGS FORMULATION PVT LTD,2
HEALKRAFT PHARMA INDIA PVT LIMITED,2
SMART MARKETING,2
PLG PHARMACEUTICAL PVT LTD,2
ATRA PHARMACEUTICALS LTD,2
EURROSIA LIFESCIENCES,2
NATURO PHARMA,2
HAW PAR CORPORATION,2
VAGMIN PHARMACEUTICAL PVT LTD,2
WELLNESS HEALTH INC,2
VARDHMAN BIOTECH PVT LTD,2
PETAL LIFESCIENCES,2
KOMAL COTTAGE INDUSTRIES,2
SUNDAR CHEMICAL PVT LTD,2
CARO PHARMA,2
COPTIS HEALTHCARE PVT.LTD.,2
AVER PHARMACEUTICALS,2
MEDINEX LABORATORIES,2
ZENCURE LIFESCIENCES PVT LTD,2
ARVIND LABORATORIES PVT LTD,2
NOVOPHARMA FORMULTIONS (P) LTD,2
JPEE HEALTHCARE,2
MEDIMET PHARMACEUTICALS LTD.,2
RONYD PHARMACEUTICALS,2
MYRIADHUES HEALTHCARE,2
SURYA KRUPA MEDICARE,2
INCARNATE PHARMACHEM PVT LTD,2
EL V LIFE SCIENCES,2
MANDEVIS PHARMACEUTICALS,2
LOTUS SURGICALS,2
BIO HOME PHARMACY,2
XYATA LIFE SCIENCES PVT LTD,2
AZVESTON HEALTHCARE PVT LTD,2
ASTREL GENOME LIMITED,2
INDIAN GENOMIX,2
DESMA,2
KYLUS LIFE SCIENCES PVT LTD,2
REDISUN PHARMA,2
EDWINA PHARMACEUTICALS,2
LACKME,2
FAITH-BUILD PHARMACEUTICALS,2
STERLING PHARMA,2
AVIN HEALTHCARE,2
PRIST HERBOCHEM,2
PRORIENT PHARMACEUTICALS PVT LTD,2
ACHEMIC,2
LIVKON PHARMACEUTICAL PVT LTD,2
SEARCH PHARMA,2
MEDIAN BIOPHARMA,2
VIBRANT PHARMACEUTICAL PVT LTD,2
COLORS LIFE SCIENCES,2
EUGENE PHARMA,2
AMOX PHARMA,2
DERMATEK,2
CANDELA HEALTHCARE PRIVATE LIMITED,2
CALUS PHARMACEUTICAL PVT LTD,2
DOCTORS LAB,2
INDIAN VISION REMEDIES,2
SIGNATURE PHYTOCHEMICAL INDUSTRIES,2
BANFORD PHARMA,2
ALPHA DRUGS,2
AMBITIOUS PHARMACEUTICAL PRIVATE LIMITED,2
SOLVAY PHARMACEUTICALS LIMITED,2
BROOK PARKER,2
SAGE HERBALS,2
PADMAVATI PHARMACEUTICALS,2
ALEXPEN REMEDIES,2
MYRRA LIFECARE,2
ROXTERS PHARMA,2
SYMPARLIFE SCIENCES,2
AVAL PHARMA,2
ZAQ HEALTH CARE PRIVATE LIMITED,2
MAM EART,2
GENEDA PHARMACEUTICALS,2
MANSERVE PHARMA,2
HANDS PHARMACEUTICALS,2
JEEN HEALTHCARE,2
KLINE PHARMA.LTD.,2
HEALWELL INTERNATIONAL LIMITED,2
MYRA PHARMACEUTICALS,2
PREMIUM HEALTHCARE DISPOSABLES PVT. LTD.,2
FIVE STAR PHARMACEUTICALS,2
ASUWALDI PHARMACEUTICALS,2
RENE PHARMACEUTICALS PVT LTD,2
KURTI PHARMA PVT LTD,2
GLANTO HEALTHCARE,2
JC LIFECARE PVT LTD,2
JUST PHARMA,2
WELFEED REMEDIES PVT LTD,2
BAYER PHARMACEUTICALS PVT LTD,2
ACHIEVAA PHARMACEUTICAL INDIA PRIVATE LIMITED,2
GAVINS PHARMA PVT LTD,2
CRASSULA PHARMACEUTICAL PVT.LTD,2
THERDOSE PHARMA PRIVATE LIMITED,2
MOHRISH PHARMACEUTICALS,2
KERIS PHARMA,2
GLOVEL HEALTHCARE PVT LTD,2
SYNTRO HEALTH CARE,2
MEDICHI BIOCARE,2
KHOJATI AYURVED,2
CHEMO DERMA,2
BALAJI AYURVED SANSTHAN,2
MAHENDRA PHARMACEUTICALS,2
RIPHARMA LABORATORIES LTD,2
CORNEAL CARE LIFE SCIENCES,2
SNOMED HEALTH CARE,2
DIGMEDI (P) LTD,2
SINGRO LOGISTICS,2
JAGDALE LIFESCIENCES,2
DIVYA PHARMACY,2
UNITED LABS,2
CUBER LIFESCIENCE,2
HELPZYN PHARMACEUTICAL,2
SRI ANANTHA PADMANABHA SWAMY PHARMA PVT LTD,2
PARICHAY PHARMA,2
DEE INDIA HERBALS,2
XSEED PHARMA,2
LORD'S CARES BETTER,2
DREAMINDIA PHARMACEUTICALS,2
BIOSHINE HEALTHCARE PRIVATE LIMITED,2
MYHAZ PHARMA PVT LTD,2
ABC,2
EMMI,2
POWER LABS,2
EL DORADO BIO TECH PVT LTD,2
KEEO PHARMA,2
SAIVIS HEALTHCARE PVT LTD,2
PURPLE MEDICINES,2
DEEP PHARMACEUTICALS,2
PROCHEM INDIA PVT LTD,2
ENZEM PHARMACEUTICALS PVT LTD,2
SAIOTAB FORMULATION,2
WALTER BUSHNELL,2
TEVA PHARMACEUTICALS,2
ELDORA HEALTHCARE LTD,2
DEL TAMED REMEDIES,2
EPINOVA THERAPEUTICS PVT LTD,2
PHAEDRUS LIFE SCIENCESPVT LTD,2
EGIS PHARMA,2
S C PHARMACEUTICALS PRIVATE LIMITED,2
HY-GRO CHEMICALS PHARMATEK PVT LTD,2
MEDIMAX PHARMA,2
CANVARZYS CARE PVT LTD,2
MISHA BIOTECH PRIVATE LIMITED,2
INDOCLONE LAB PRIVATE LIMITED,2
INFINITE PHARMACEUTICALS,2
CONDOR HEALTHCARE,2
STAYER PHARMA PVT LTD,2
RIOCURE PHARMACEUTICALS PVT LTD,2
CADMA BIOTECH LTD,2
PUNJAB FORMULATIONS,2
SMS PHARMACEUTICALS LIMITED,2
MARI GOLD REMEDIES,2
WELBE LIFE SCIENCES,2
GLOBAL PVT LTD,2
Q CHECK SPECIALITY CARE PVT.LTD,2
LENSKART SOLUTIONS PCT LTD,2
DERMATOPICS HEALTHCARE,2
ZIS BIOPHARM,2
ZENON HEALTH CARE LIMITED,2
KAPS LIFESCIENCES,2
GLOBATE PHARMA,2
INTEGRATED LABORATORIES PVT LTD,2
ORION LIFE SCIENCES,2
PSYCOGEN CAPTAB,2
CADDILINE EXPORTS PVT LTD,2
GLOW VISION,2
ENGLISH PHARMACEUTICAL INDUSTRIES,2
B B REMEDIES PVT LTD,2
JASMINE HEALTHCARE,2
ANCIL LABORATORIES,2
AUBE LIFE SCIENCE,2
INFOPIA CO LTD,2
PROTEGER LIFE SCIENCES,2
ELDROGA LIFE SCIENCES PRIVATE LIMITD,2
HINDUSTAN MEDICINES PVT LTD,2
GENCURE MEUTRACEUTICALS,2
PLASMA HEALTHCARE PRIVATE LIMITED,2
BIOGENETICA,2
ZOETIC FORMULATIONS,2
DAIRIMILK,2
AAGAM LIFESCIENCES PVT LTD,2
VALENTIS PHARMA,2
RAYBROS MEDICAMENTS PRIVATE LIMITED,2
ONLY NATURAL,2
EVERZEN HEALTHCARE,2
SUB MIX COMPANIES,2
ZEDAWN LIFESCIENCES PVT LTD,2
JAYWIN REMEDIES PVT LTD,2
BENATURAL HEALTHCARE PVT LTD,2
ALRED HEALTHCARE,2
ULTRA HEALTHCARE PVT LTD,2
SHERIM SQUIBSS PHARMA PRIVATE LIMITED,2
KAPS LIFE SCIENCES,2
KRISHCARE FORMULATIONS,2
OYSTER LABORATORIES,2
BIOSPARK PHARMA,2
MEDIWAVE LIFE SCIENCES PRIVATE LIMITED,2
QUIVER PHARMA PRIVATE LIMITED,2
GLYCO BIOGENETICS,2
CUBE HEALTHCARE,2
RATNAMANI HEALTHCARE PVT LTD,2
COSMOS RESEARCH LAB LTD,2
LEVIN HEALTHCARE PVT LTD,2
THORAX PHARMA,2
CARAM HEALTHCARE,2
SUNSHINE BIOTECH,2
GLIDE ORGANICS,2
BRD HEALTH SCIENCES,2
NEXTWA INDIA,2
INUUS HEALTHCARE PRIVATE LIMITED,2
SCODEX PHARMACEUTICALS,2
BHUMI PHARMACEUTICALS,2
NIVULIA LIFESCIENCE PVT LTD,2
CARE BIOCHEMICALS PRIVATE LIMITED,2
FEDLEY PHARMACEUTICALS,2
CORNEL PHARMACEUTICALS PVT. LTD.,2
SHREE RAJ PHARMACEUTICALS,2
SUVI PHARMA PVT LTD,2
RAJNISH AYURVED,2
BOOTS LIFESCIENCES LIMITED,2
KEESAN PHARMA,2
REVIVE HEALTHCARE,2
AELIDA HEALTHCARE,2
SRI KRISHNA AUSHADHALAI,2
ARYA VAIDYASALA KOTTAKKAL,2
STENKEM MOLECULES,2
EDJEN,2
RAJVAIDYA SHITAL PRASAD & SONS,2
BRAIN AND HEALTH PHARMACEUTICALS,2
MINERAA PHARMA,2
J.B.REMEDIES,2
BRACCO DIAGNOSTIC INC,2
ZOERICH HEALTHCARE PRIVATE LIMITED,2
AHLCON PARENTERALS INDIA LIMITED,2
AMRONA MEDICAL,2
S.G. PHARMACEUTICALS LTD,2
PLUS INDIA,2
CHEMICAL RESOURCES,2
ANEXAS PHARMACEUTICALS,2
CURWELL PHARMA,2
EUROZEN HEALTHCARE,2
SAMSON LABORATORIES PVT LTD,2
HIND.TRUST,2
DENMARC REMEDIES,2
EDRIC PHARMACEUTICALS,2
LOTUS INTERNATIONAL,2
ERVA HEALTHCARE PRIVATE LIMITED,2
SHIVON LIFE SCIENCES PVT LTD,2
SYNTONIC LIFE SCIENCES,2
NITIN LIFESCIENCES LTD,2
BHAWANJI LAKHAMSHI MODY CO,2
AV GROW HEALTHCARE,2
STRIVEO HEALTHCARE PVT.LTD,2
PRIME LIFE SCIENCE PRIVATE LIMITED,2
RELIEF FORMULATIONS PVT LTD,2
MUN HEALT PRODUCT (INDIA) PRIVATE LIMITED,2
VRDDDHI LIFE SCIENCE,2
FENFURO PVT LTD,2
MBP PHARMACEUTICALS PVT LTD,2
PIONEER PHARMA CO. LTD,2
A S PHARMA,2
SYNAXIS LAB,2
AMRON HEALTHCARE COPORATION,2
ELBEN BIOTECH PVT LTD,2
HART HEALTH,2
PHARMCURE HEALTH CARE,2
RATANGIRI INNOVATIONS PVT LTD,2
AMGOAL PHARMA,2
ORYZER BIOTEC PVT LTD,2
BIPHA DRUG LABORATORIES,2
DAIWA PHARMACEUTICALS,2
MEDILINK LABORATORIES,2
PALS HEALTHCARE,2
ZEEZ PHARMACEUTICALS PRIVATE LIMITED,2
SUNFLOWER PHARMACEUTICALS,2
VETRINA HEALTHCARE PRIVATE LIMITED,2
CARE EXIM,2
SHUBHAM PHARMACEUTICAL,2
SERDIA PHARMACEUTICALS (INDIA) PVT. LTD.,2
SEARLE INDIA LTD,2
PHAROS PHARMA,2
WYETH LEDERLE LIMITED,2
SAS PHARMACEUTICALS PVT.LTD,2
SPADE,2
CAPTAB PHARMACEUTICAL,2
IRZA PHARMA PVT LTD,2
YUVENTIS PHARMACEUTICALS,2
UNISWEN MEDISCIENCES,2
ZYVIEON LIFE SCIENCES,2
AVIGENEX INNOVATIONS PVT LTD,2
DR BATRA'S,2
PULWIN PHARMA PVT LTD,2
MEDIC LIFESCIENCE PVT LTD,2
KLENZA,2
ELLAN HEALTHCARE,2
SHAIMIL LABORATORIES,2
MODRON HEALTHCARE,2
MAXWELL FORMULATIONS,2
VENTTURA BIOCEUTICALS PVT.LTD,2
INTENCIS DERMA CARE,2
SUPERNOVA PHARMA,2
RELPHIA LIFESCIENCE,2
GREENTEK HEALTHCARE,2
KOLAZ BIOTECH PRIVATE LIMITED,2
CHIMAK HEALTHCARE,2
ADLEY SUPPORTIVE CARE,2
FLANCA LIFE SCIENCES,2
PERFECT REMEDIES,2
PHARMASIA LTD,2
SR BIOTECH,2
AXLE FORMULATIONS,2
UNIMED UNIHEALTH MFG. LTD.,2
MAKEWELL PHARMACEUTICAL CO.,2
RAPPORT REMEDIES,2
RIGHT WIND HEALTHCARE,2
ROSETTE PHARMACEUTICAL,2
MEDDOX FORMULATIONS,2
SMITHWAYS ONCOLOGY PVT LTD,2
GREENLIFE HEALTHCARE,2
HEALTHXR,2
ZYDUS SYNOVIA,2
MOHAMEDDIA PRODUCTS,2
ALTIES HEALTHCARE,2
CITRIC LABS,2
VIBDRUGS BIOSCIENCES,2
PHARMANOVA SPECIALTIES PVT LTD,2
GENESIA PHARMACEUTICALS (I) PVT LTD,2
BOND HEALTH CARE,2
BOMBAY HOMOEO LABORATORIES,2
REMAN LIFECARE PRIVATE LIMITED,2
EKTEK PHARMA,2
DR DAWAKHANA PHARMA,2
LEEGENIC PHARMACEUTICALS,2
LIFEON PHARMACEUTICALS,2
OSASUN PHARMA,2
GRENERA,2
SURYA HERBAL LIMITED,2
ELINA LIFESCIENCES PRIVATE LIMITED,2
H AND P PHARMACEUTICALS,2
NOVOLIFE HEALTHCARE,2
ENVY FRENCH FRAGRANCES,2
SRI DHANVANTHARI,2
MANNEQUIN PHARMACEUTICALS,2
IVY HEALTHCARE PVT LTD,2
BRITTCO PHARMA CARE,2
MYTO PHARMA,2
STADIA BIOTECH,2
IRIZER LABORATORIES INDIA PRIVATE LIMITED,2
PROCHEM BIOCEUTICALS,2
HEALTH PARTNER,2
AROSA BIOTECH PRIVATE LIMITED,2
MENPER DISTRIBUTORS,2
RADICALS PHARMA LTD,2
JEEVAN JYOTHI PHARMACY PVT LTD,2
CADBLESS LIFE CARE,2
VINS BIOPRODUCTS LTD,2
SANOGEN PHARMA PRIVATE LIMITED,2
METABOLIC MAINTENANCE,2
RAYMOND CONSUMERS L,2
MOR MEDICS SCIENCE & TECHNOLOGIES,2
OMEE,2
ALLO PHARMA,2
SHARMA MEDICAL,2
AMIT,2
RASHALA,2
MATOSHREE,2
SHANTI,2
APPNA VASELINE,2
ATTAR,2
SHARANDHAR,2
GENARIC,2
ABCD,2
DLL,2
HESH HERBAL PVT LTD,2
WEELMED,2
HEAN AND SHOU,2
CM C,2
WHISCAS,2
CLEAN AND CLEAR,2
COCO,2
COMFORT,2
IQ,2
DISPO VAN,2
DUDHI,2
PLS,2
HEALTH HAPPINESS,2
ELOSOS,2
MOSONS EXTRACTIONS PVT.LTD,2
HETRO HALTH CARE,2
GATSBY,2
XOAN,2
RASSHALA,2
DR MORPEN,2
KHATNI,2
NAREDA,2
LASER,2
LIFEBOY,2
LITTELS,2
MARGO,2
MEDLY,2
JB PHARMA,2
LANDL,2
OMINIGEL,2
OM MAHALAXMI,2
PRAKASH,2
PILGRIM,2
PATNE,2
ALBUDA,2
RANBAXY LABORATORIES LTD,2
DR SAPAT,2
SESA CARE PVT,2
MU,2
STREX,2
SET WET,2
BD,2
TONA,2
VASLINE,2
WISPER,2
WHITE TONE,2
WILD STONE,2
POLLEN INDIA,2
MODELEZ INDIA FOOD PL,1
PDKARE NITRILE,1
LAKIEGENIA INTERNATIONAL,1
DR PAULS,1
KIRKLAND,1
AYURPETALS,1
UTTAM ENTERPRISE,1
ASBA PRODUCTS,1
RADISSON PHARMACEUTICALS,1
NEISS WELLNESS (INDIA) LTD,1
LUCID INTERNATIONOL,1
AMBISOL PHARMA PVT LTD,1
DR.SUDHA'S,1
PLUS FORMULATION,1
ASHVIK HEALTHCARE,1
MGRM,1
AESTHETIX COSMECEUTICLAS,1
SANKALP THERAPEUTICS,1
NRN INTERNATIONAL,1
ADIRA VINEGAR,1
MERVA LIFE SCIENCES,1
RITA RUBBER WORKS,1
NUTRACLIN,1
SUPREME MEDICAL DEVICES,1
SOLASZ,1
WEONY INDUSTRIAL LIMITED,1
HERO MEDIVA,1
THEO SOLUTIONES PRIVATE LIMITED,1
REDYNS REMEDIES,1
SAFRON PHARMACEUTICALS,1
NINGBO ICLIPPER ELECTRICAL APPLIANCES LTD.,1
OPES,1
A M LABS,1
HEMBROS FOODS LLP,1
INTERNATIONAL COSMECEUTICALS,1
RICHCURE PHARMA,1
MAGNUS LIFE SCIENCES,1
VALOR PHARMACEUTICALS,1
HELIOCARE,1
SUNDOSA-SL,1
PROSPER CHANNEL LIFESCIENCE INDIA PVT LTD,1
DR. TYRANT'S,1
JYM,1
FOUR S LAB,1
AASHA HEALTHCARE,1
ALCO PHARMA LIMITED,1
MEDTECH,1
HERBAL NUTRIPRODUCTS PVT LTD,1
STALION SPECIALITIES PVT. LTD.,1
AUSTRALIAN BIO CARE,1
BO HUI,1
UNIPHARMA (PVT) LTD,1
MITOCON BIOMED,1
TEQTIS INDIA,1
XAVI BIOTECH PVT LTD,1
SORINSUN HEALTHCARE,1
NINGBO LUKE MEDICAL DEVICES CO. LTD.,1
NATIVE REMEDIES,1
HOLLYHOCK HEALTH CARE PVT LTD,1
HCP WELLNESS LLP,1
CO V KAR GENETIC MEDICINES LTD,1
PARAGON PHARMA,1
ABIDE ENTERPRISES,1
BENATURAL HEALTHCARE,1
SEBAMED,1
SAPIEN LAB,1
ARIKKAT TRADES AND EXPORTS,1
AKRITI PAHRMACEUTICALS PVT LTD,1
JAIWIK,1
LACSIMS PHARMACUTICALS,1
MAXIS PHARMACEUTICALS,1
MEDITEK FUTURO,1
SHARP BUSINESS SYSTEMS INDIA PVT LTD,1
COGNITIO CARE,1
VIBRAC ANIMAL HEALTH,1
AONE EQUESTRIAN APPARELS,1
FRANK BIOTIC REMEDIES (I) LTD,1
ROYON PHARMACUETICALS,1
DURAMED LIFESCIENCES PRIVATE LIMITED,1
DIPITR TECHNOLOGIES,1
BANGA INTERNATIONAL,1
GANPATI HEALTH CARE,1
DERMA LIFE SCIENCE,1
DR. AID,1
DEV CARE,1
AAPHIA HEALTHCARE,1
UNIGLOVES,1
MEDLIVE PHARMA PVT LTD,1
ATCO LABORATORIES LIMITED,1
HOT PRODUCTS,1
CHATWAL,1
RAMBURG PHARMA,1
INWI,1
CUTICOS,1
KILTER CURE INDIA PVT LTD,1
OZOCHECK,1
KANEKA CORPORATION,1
AXION LABORATORIES PVT LTD,1
DEVCHEM BIOTECH,1
RAI YAWAT PHARMACEUTICALS,1
VANTAS BIOTEC PRIVATE LTMITED,1
ANDRE LABORATORIES,1
MEYER ORGANICS PVT. LTD.,1
OPTIMUS NUTRACHEM,1
CASOMED PHARMACEUTICALS,1
BAXTER AG,1
UNIPADS INDIA PVT LTD,1
MARICO LTD C/O PRITAM INTERNATIONAL PVT. LTD,1
BELLA PREMIER HAPPY HYGIENECARE PVT LTD.,1
MEGA PHARMA,1
LIVLIFE PHARMA,1
OREDIA THERAPEUTICS PVT LTD,1
JAINAM INVAMED PVT. LTD,1
EDALLIA PHARMACEUTICAL,1
SKIN PLUS,1
DHRONNA MARKETING PVT LTD,1
DIVERSE HEALTHCARE,1
BIOAQUA,1
SYNDY PHARMA,1
LI PHARMA,1
CLOVER LIFE SCIENCES,1
BICARDIA AND BICARDIA HEALTHCARE PRIVATE LIMITED,1
MEDITOP CORPORATION,1
WAFTURE HEALTHCARE PVT LTD,1
COMPHRENENSIVE HEALTH CARE PVT. LTC.,1
SAVLON SURFACE DISINFECTANT SPRAY 170 ML,1
SPIRITUS HEALTHCARE PVT LTD,1
AVENE,1
HAMPS BIO PRIVATE LIMITED,1
MEDROSE PHARMA,1
ORITE PHARMACEUTICALS,1
SHIVOM INDUSTRIES PRIVATE LIMITED,1
EASYFIT,1
GYNO MARK PHARMA PRIVATE LIMITED,1
NETWAY HOME PRODUCT (I) PVT.LTD.,1
SUNSHINE INDUSTRIES,1
VICTORIA PHARMA,1
ELIZENCE LIFECARE LIMITED,1
NESA CLS 3B,1
ANSHIKA LIFESTYLE,1
UVTECH BIOSCIENCES PVT LTD,1
RASU AB,1
PRATIK ENTERPRISE,1
N.G ELECTRO PRODUCTS PVT. LTD.,1
DR. HEALTH PLUS,1
